customerName,email,phone,birthDay,serialNumber,registrationDate,lastUpdateDate,shareWithResearchAsOfDate,shareWithPublicAsOfDate,shareWithFriendsAsOfDate
Sarah Jefferson,Sarah.Jefferson@test.com,8015551212,1892-01-01,28167d39-6acf-4f0d-bd6d-459f11c6588a,1655564377033,1655564377033,1655564377033.0,1655564377033.0,1655564377033.0
Suresh Anandh,Suresh.Anandh@test.com,8015551212,1093-01-01,726498e6-e1df-4d76-ba21-10e3db70ef51,1655564437056,1655564437056,1655564437056.0,,1655564437056.0
Craig Lincoln,Craig.Lincoln@test.com,8015551212,1955-01-01,695b1ce7-71e3-4157-bb2d-922ac9a46bd8,1655564371698,1655564371698,1655564371698.0,,1655564371698.0
Jacob Clayton,Jacob.Clayton@test.com,8015551212,1122-01-01,4c88410a-6f36-40ed-b224-ebe3e01593fc,1655564434980,1655564434980,1655564434980.0,,
Eric Spencer,Eric.Spencer@test.com,8015551212,1002-01-01,9d2f683d-7588-41e9-b5af-704a191b2cec,1655564443889,1655564443889,1655564443889.0,1655564443889.0,1655564443889.0
Frank Fibonnaci,Frank.Fibonnaci@test.com,8015551212,1942-01-01,d1dfdb6a-48bf-477d-b14b-d26238a44515,1655564087241,1655564087241,1655564087241.0,,1655564087241.0
Edward Smith,Edward.Smith@test.com,8015551212,1086-01-01,f34f8308-d9cf-4d37-8b22-8335146b3855,1655564437557,1655564437557,1655564437557.0,,
Sean Gonzalez,Sean.Gonzalez@test.com,8015551212,1890-01-01,474a3dd2-d8a8-447e-8fa6-6b61b051806e,1655564377190,1655564377190,1655564377190.0,,1655564377190.0
Eric Sanchez,Eric.Sanchez@test.com,8015551212,1013-01-01,b63afb52-077c-4174-888a-6dde92fc7bb1,1655564153926,1655564153926,1655564153926.0,1655564153926.0,1655564153926.0
John Spencer,John.Spencer@test.com,8015551212,1738-01-01,15a2d5f0-f00e-4718-af3a-c5c2430381be,1655564101865,1655564101865,1655564101865.0,,1655564101865.0
Ashley Spencer,Ashley.Spencer@test.com,8015551212,1369-01-01,1204400b-ed4e-4979-ad0d-e0f37e10a36c,1655564128138,1655564128138,1655564128138.0,1655564128138.0,
Chris Clayton,Chris.Clayton@test.com,8015551212,1796-01-01,b27070c6-c328-432e-88a5-8da644f16b7b,1655564097844,1655564097844,1655564097844.0,1655564097844.0,
Dan Olson,Dan.Olson@test.com,8015551212,1276-01-01,dc675019-d2cb-40ce-b3fd-4f95ff4e3d11,1655564423601,1655564423601,1655564423601.0,,1655564423601.0
Jane Howard,Jane.Howard@test.com,8015551212,1592-01-01,4d800165-c953-4e3a-87ff-a0dda5b7ac76,1655564112235,1655564112235,1655564112235.0,,1655564112235.0
Craig Jefferson,Craig.Jefferson@test.com,8015551212,1666-01-01,f8e09680-6e0c-46b4-b7a7-eacd8372b079,1655564394456,1655564394456,1655564394456.0,,1655564394456.0
Jason Harris,Jason.Harris@test.com,8015551212,1449-01-01,348a74d5-fe15-4fbc-b491-acea41639e02,1655564410750,1655564410750,1655564410750.0,,1655564410750.0
Santosh Huey,Santosh.Huey@test.com,8015551212,1469-01-01,b48d319c-6783-4a80-9567-aa4da1e8b005,1655564409219,1655564409219,1655564409219.0,,
Craig Sanchez,Craig.Sanchez@test.com,8015551212,1440-01-01,9dc1d86f-b7c7-451c-90dc-23d54adeec19,1655563959329,1655563959329,1655563959329.0,1655563959329.0,1655563959329.0
Jerry Mitra,Jerry.Mitra@test.com,8015551212,1000-01-01,1042e654-0b85-4606-b0a6-8422a0444235,1655563255889,1655563324034,1655563324034.0,1655563324034.0,1655563324034.0
Santosh Clark,Santosh.Clark@test.com,8015551212,1018-01-01,240acc0b-9210-4fb9-9af5-97b5f225b8dd,1655564442672,1655564442672,1655564442672.0,1655564442672.0,1655564442672.0
